"Men's best companion. Often referred as ""My wife"".",any form of transportation that does not requre much human effort.,0.840665461
"A people shell with four wheels.

People wear these devices to give themselves super human powers, and other desirable attributes.  Most notable is the ability to travel long distances very quickly.

Other powers include metal-muscles. For instance when a skinny little puerto rican [fucktard] starts crying because you've slowed way below the speed limit to punish him for his tailgating, he can yell ""I'll fuck you up mother fucker and slam his dashboard"" without actually getting his teeth punched in.
",any form of transportation that does not requre much human effort.,0.786396499
"something that goes, vrooooooom vroooooooooom=]",any form of transportation that does not requre much human effort.,0.649525749
A place where you can have sex.,any form of transportation that does not requre much human effort.,0.807561817
you must have this and money in order to attract females.,any form of transportation that does not requre much human effort.,0.765686203
Car (verb) : A shout of warning during a street hockey game. Mainly Eastern Massachusetts dialect.,any form of transportation that does not requre much human effort.,0.856494978
A car = asian kryptonite!,any form of transportation that does not requre much human effort.,0.844013907
[Pixar]'s most bad-ass movie yet!,any form of transportation that does not requre much human effort.,0.792073081
Albanian for man sausage.,any form of transportation that does not requre much human effort.,0.889644575
"2-ton steel carriages powered by explosions, made out of dinosaurs which are used for transportation",any form of transportation that does not requre much human effort.,0.724240892
A gem is something that is absolutely great. Usually preceded by the word 'absolute.' Popularized by a certain individual named Dave A.,a really unique and sweet person,0.703629852
A gem is something that is absolutely great. Usually preceded by the word 'absolute.' Popularized by a certain individual named Dave A.,An extremely beautiful and sweet girl,0.78692473
A gem is something that is absolutely great. Usually preceded by the word 'absolute.' Popularized by a certain individual named Dave A.,"Most talented singer, songwriter, poet, guitar player, artist, inspirational person ever to live.",0.759779292
A gem is something that is absolutely great. Usually preceded by the word 'absolute.' Popularized by a certain individual named Dave A.,"A kick ass person who is so amazing and you have to love her she is so beautiful! She is so SEXY!!! she is sweet kind fun energetic funny and she has a NICE ASS!!;)

(also known as Jewels)",0.612401667
A gem is something that is absolutely great. Usually preceded by the word 'absolute.' Popularized by a certain individual named Dave A.,The most beautiful and amazing person ever to live in this universe. And if you (Kody) have her as a girl you better keep her forever cause she is perfect and you are the luckiest guy EVER!!!,0.690579381
A gem is something that is absolutely great. Usually preceded by the word 'absolute.' Popularized by a certain individual named Dave A.,Jewel= Goddess,0.854427729
A gem is something that is absolutely great. Usually preceded by the word 'absolute.' Popularized by a certain individual named Dave A.,a man's balls,0.867251181
A gem is something that is absolutely great. Usually preceded by the word 'absolute.' Popularized by a certain individual named Dave A.,"Jewel; Just her name takes your breath away by its uniqueness and beauty. Her flaws are none, and her heart is that of a new born child. Complete innocence and purity. Her outward appearance is that which is most pleasing upon the eyes. And if not careful, one might mistake her for an Angel itself. Her elegant ways of life might make one feel petty and of no worth compared to one of such beauty and stature. But her words are as pleasing as harmonies music to the ears. And with love and kindness she can melt your scars and pain away into the past. Making one to feel as though they have reached a heaven in which no pain or bad things exsist. She is loyal till death, and never would compromise a relationship. She is honest and that of good heart. But is easily hurt and made to cry. But fear not, for she yearns only to forgive and forget, so all that remains is peace and happiness. If you had to describe Jewel in one simple word, it would have to simply be, Perfect.",0.547153986
A gem is something that is absolutely great. Usually preceded by the word 'absolute.' Popularized by a certain individual named Dave A.,Most loved! Beautiful and Rare.,0.764120384
A gem is something that is absolutely great. Usually preceded by the word 'absolute.' Popularized by a certain individual named Dave A.,"Awesome, wonderful, great, amazing",0.711406027
"somehting amazingly beautiful, nearly perfect, or ridiculously incredible",a really unique and sweet person,0.613416816
"somehting amazingly beautiful, nearly perfect, or ridiculously incredible",An extremely beautiful and sweet girl,0.517893533
"somehting amazingly beautiful, nearly perfect, or ridiculously incredible","Most talented singer, songwriter, poet, guitar player, artist, inspirational person ever to live.",0.738110591
"somehting amazingly beautiful, nearly perfect, or ridiculously incredible","A kick ass person who is so amazing and you have to love her she is so beautiful! She is so SEXY!!! she is sweet kind fun energetic funny and she has a NICE ASS!!;)

(also known as Jewels)",0.444380177
"somehting amazingly beautiful, nearly perfect, or ridiculously incredible",The most beautiful and amazing person ever to live in this universe. And if you (Kody) have her as a girl you better keep her forever cause she is perfect and you are the luckiest guy EVER!!!,0.377236127
"somehting amazingly beautiful, nearly perfect, or ridiculously incredible",Jewel= Goddess,0.831306227
"somehting amazingly beautiful, nearly perfect, or ridiculously incredible",a man's balls,0.829743575
"somehting amazingly beautiful, nearly perfect, or ridiculously incredible","Jewel; Just her name takes your breath away by its uniqueness and beauty. Her flaws are none, and her heart is that of a new born child. Complete innocence and purity. Her outward appearance is that which is most pleasing upon the eyes. And if not careful, one might mistake her for an Angel itself. Her elegant ways of life might make one feel petty and of no worth compared to one of such beauty and stature. But her words are as pleasing as harmonies music to the ears. And with love and kindness she can melt your scars and pain away into the past. Making one to feel as though they have reached a heaven in which no pain or bad things exsist. She is loyal till death, and never would compromise a relationship. She is honest and that of good heart. But is easily hurt and made to cry. But fear not, for she yearns only to forgive and forget, so all that remains is peace and happiness. If you had to describe Jewel in one simple word, it would have to simply be, Perfect.",0.482758091
"somehting amazingly beautiful, nearly perfect, or ridiculously incredible",Most loved! Beautiful and Rare.,0.568404259
"somehting amazingly beautiful, nearly perfect, or ridiculously incredible","Awesome, wonderful, great, amazing",0.51154888
"(noun)
a Glen Ellyn Mom, usually involves themselves in the following activites:
-Book Clubs
-Bible Clubs
-Dinner Clubs
-Bible Studies
-Yoga groups
-Go on walks with friends to ""chat""
-Gossip about anything and everything
-Stay at home, let the husband do all the work
-Garden and make it look like they care
-Go to salon about 3 time a week
-Sit at home all day and do nothing because they're filthy rich and dumb
-Buy nice things for the pets
-Gossip some more
-Gossip more, about their kids and random kids they don't know
-Complain about everything wrong in their perfect Glen Ellyn life",a really unique and sweet person,0.737914759
"(noun)
a Glen Ellyn Mom, usually involves themselves in the following activites:
-Book Clubs
-Bible Clubs
-Dinner Clubs
-Bible Studies
-Yoga groups
-Go on walks with friends to ""chat""
-Gossip about anything and everything
-Stay at home, let the husband do all the work
-Garden and make it look like they care
-Go to salon about 3 time a week
-Sit at home all day and do nothing because they're filthy rich and dumb
-Buy nice things for the pets
-Gossip some more
-Gossip more, about their kids and random kids they don't know
-Complain about everything wrong in their perfect Glen Ellyn life",An extremely beautiful and sweet girl,0.796593347
"(noun)
a Glen Ellyn Mom, usually involves themselves in the following activites:
-Book Clubs
-Bible Clubs
-Dinner Clubs
-Bible Studies
-Yoga groups
-Go on walks with friends to ""chat""
-Gossip about anything and everything
-Stay at home, let the husband do all the work
-Garden and make it look like they care
-Go to salon about 3 time a week
-Sit at home all day and do nothing because they're filthy rich and dumb
-Buy nice things for the pets
-Gossip some more
-Gossip more, about their kids and random kids they don't know
-Complain about everything wrong in their perfect Glen Ellyn life","Most talented singer, songwriter, poet, guitar player, artist, inspirational person ever to live.",0.760537614
"(noun)
a Glen Ellyn Mom, usually involves themselves in the following activites:
-Book Clubs
-Bible Clubs
-Dinner Clubs
-Bible Studies
-Yoga groups
-Go on walks with friends to ""chat""
-Gossip about anything and everything
-Stay at home, let the husband do all the work
-Garden and make it look like they care
-Go to salon about 3 time a week
-Sit at home all day and do nothing because they're filthy rich and dumb
-Buy nice things for the pets
-Gossip some more
-Gossip more, about their kids and random kids they don't know
-Complain about everything wrong in their perfect Glen Ellyn life","A kick ass person who is so amazing and you have to love her she is so beautiful! She is so SEXY!!! she is sweet kind fun energetic funny and she has a NICE ASS!!;)

(also known as Jewels)",0.692891572
"(noun)
a Glen Ellyn Mom, usually involves themselves in the following activites:
-Book Clubs
-Bible Clubs
-Dinner Clubs
-Bible Studies
-Yoga groups
-Go on walks with friends to ""chat""
-Gossip about anything and everything
-Stay at home, let the husband do all the work
-Garden and make it look like they care
-Go to salon about 3 time a week
-Sit at home all day and do nothing because they're filthy rich and dumb
-Buy nice things for the pets
-Gossip some more
-Gossip more, about their kids and random kids they don't know
-Complain about everything wrong in their perfect Glen Ellyn life",The most beautiful and amazing person ever to live in this universe. And if you (Kody) have her as a girl you better keep her forever cause she is perfect and you are the luckiest guy EVER!!!,0.704003801
"(noun)
a Glen Ellyn Mom, usually involves themselves in the following activites:
-Book Clubs
-Bible Clubs
-Dinner Clubs
-Bible Studies
-Yoga groups
-Go on walks with friends to ""chat""
-Gossip about anything and everything
-Stay at home, let the husband do all the work
-Garden and make it look like they care
-Go to salon about 3 time a week
-Sit at home all day and do nothing because they're filthy rich and dumb
-Buy nice things for the pets
-Gossip some more
-Gossip more, about their kids and random kids they don't know
-Complain about everything wrong in their perfect Glen Ellyn life",Jewel= Goddess,0.896850733
"(noun)
a Glen Ellyn Mom, usually involves themselves in the following activites:
-Book Clubs
-Bible Clubs
-Dinner Clubs
-Bible Studies
-Yoga groups
-Go on walks with friends to ""chat""
-Gossip about anything and everything
-Stay at home, let the husband do all the work
-Garden and make it look like they care
-Go to salon about 3 time a week
-Sit at home all day and do nothing because they're filthy rich and dumb
-Buy nice things for the pets
-Gossip some more
-Gossip more, about their kids and random kids they don't know
-Complain about everything wrong in their perfect Glen Ellyn life",a man's balls,0.858924474
